0.2200000000, 0.1054750275
0.2203000000, 0.1074686638
0.2206000000, 0.1095144640
0.2209000000, 0.1116141724
0.2212000000, 0.1137696034
0.2215000000, 0.1159826441
0.2218000000, 0.1182552583
0.2221000000, 0.1205894896
0.2224000000, 0.1229874650
0.2227000000, 0.1254513992
0.2230000000, 0.1279835982
0.2233000000, 0.1305864639
0.2236000000, 0.1332624980
0.2239000000, 0.1360143074
0.2242000000, 0.1388446087
0.2245000000, 0.1417562331
0.2248000000, 0.1447521327
0.2251000000, 0.1478353846
0.2254000000, 0.1510091986
0.2257000000, 0.1542769218
0.2260000000, 0.1576420464
0.2263000000, 0.1611082153
0.2266000000, 0.1646792301
0.2269000000, 0.1683590580
0.2272000000, 0.1721518399
0.2275000000, 0.1760618978
0.2278000000, 0.1800937444
0.2281000000, 0.1842520904
0.2284000000, 0.1885418547
0.2287000000, 0.1929681740
0.2290000000, 0.1975364112
0.2293000000, 0.2022521673
0.2296000000, 0.2071212908
0.2299000000, 0.2121498894
0.2302000000, 0.2173443400
0.2305000000, 0.2227113015
0.2308000000, 0.2282577256
0.2311000000, 0.2339908689
0.2314000000, 0.2399183058
0.2317000000, 0.2460479396
0.2320000000, 0.2523880152
0.2323000000, 0.2589471318
0.2326000000, 0.2657342543
0.2329000000, 0.2727587255
0.2332000000, 0.2800302776
0.2335000000, 0.2875590417
0.2338000000, 0.2953555595
0.2341000000, 0.3034307907
0.2344000000, 0.3117961206
0.2347000000, 0.3204633669
0.2350000000, 0.3294447809
0.2353000000, 0.3387530506
0.2356000000, 0.3484012982
0.2359000000, 0.3584030730
0.2362000000, 0.3687723422
0.2365000000, 0.3795234750
0.2368000000, 0.3906712215
0.2371000000, 0.4022306833
0.2374000000, 0.4142172762
0.2377000000, 0.4266466857
0.2380000000, 0.4395348063
0.2383000000, 0.4528976746
0.2386000000, 0.4667513817
0.2389000000, 0.4811119741
0.2392000000, 0.4959953336
0.2395000000, 0.5114170376
0.2398000000, 0.5273921931
0.2401000000, 0.5439352504
0.2404000000, 0.5610597810
0.2407000000, 0.5787782305
0.2410000000, 0.5971016316
0.2413000000, 0.6160392822
0.2416000000, 0.6355983855
0.2419000000, 0.6557836423
0.2422000000, 0.6765968045
0.2425000000, 0.6980361815
0.2428000000, 0.7200961002
0.2431000000, 0.7427663191
0.2434000000, 0.7660314086
0.2437000000, 0.7898700831
0.2440000000, 0.8142545128
0.2443000000, 0.8391496100
0.2446000000, 0.8645123144
0.2449000000, 0.8902908838
0.2452000000, 0.9164242201
0.2455000000, 0.9428412522
0.2458000000, 0.9694604061
0.2461000000, 0.9961891951
0.2464000000, 1.0229239728
0.2467000000, 1.0495498736
0.2470000000, 1.0759410087
0.2473000000, 1.1019609220
0.2476000000, 1.1274633792
0.2479000000, 1.1522934902
0.2482000000, 1.1762892075
0.2485000000, 1.1992831952
0.2488000000, 1.2211050731
0.2491000000, 1.2415839907
0.2494000000, 1.2605515150
0.2497000000, 1.2778447251
0.2500000000, 1.2933094695
0.2503000000, 1.3068036360
0.2506000000, 1.3182003469
0.2509000000, 1.3273909417
0.2512000000, 1.3342876121
0.2515000000, 1.3388255962
0.2518000000, 1.3409647952
0.2521000000, 1.3406907764
0.2524000000, 1.3380150720
0.2527000000, 1.3329748015
0.2530000000, 1.3256316103
0.2533000000, 1.3160699897
0.2536000000, 1.3043950549
0.2539000000, 1.2907299010
0.2542000000, 1.2752126250
0.2545000000, 1.2579931779
