907.6334676+-90.7633468, -302.5444892+30.2544489, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000
1278.3647217+-127.8364722, -673.2757433+67.3275743, 148.2925016+-14.8292502, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000
1278.3647217+-127.8364722, -933.6476224+93.3647622, 538.8503203+-53.8850320, -167.3819223+16.7381922, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000
1278.3647217+-127.8364722, -933.6476224+93.3647622, 763.2990780+-76.3299078, -541.4631851+54.1463185, 166.2583390+-16.6258339, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000
1278.3647217+-127.8364722, -933.6476224+93.3647622, 763.2990780+-76.3299078, -755.4746490+75.5474649, 540.7784009+-54.0778401, -170.2363918+17.0236392, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000
1278.3647217+-127.8364722, -933.6476224+93.3647622, 763.2990780+-76.3299078, -755.4746490+75.5474649, 743.6857291+-74.3685729, -535.4695824+53.5469582, 168.5691649+-16.8569165, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000
1278.3647217+-127.8364722, -933.6476224+93.3647622, 763.2990780+-76.3299078, -755.4746490+75.5474649, 743.6857291+-74.3685729, -733.4835020+73.3483502, 531.5946842+-53.1594684, -169.4119090+16.9411909, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000
1278.3647217+-127.8364722, -933.6476224+93.3647622, 763.2990780+-76.3299078, -755.4746490+75.5474649, 743.6857291+-74.3685729, -733.4835020+73.3483502, 723.2371457+-72.3237146, -525.3193374+52.5319337, 167.4858487+-16.7485849, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000
1278.3647217+-127.8364722, -933.6476224+93.3647622, 763.2990780+-76.3299078, -755.4746490+75.5474649, 743.6857291+-74.3685729, -733.4835020+73.3483502, 723.2371457+-72.3237146, -713.3987814+71.3398781, 520.1348062+-52.0134806, -167.0442430+16.7044243, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000
1278.3647217+-127.8364722, -933.6476224+93.3647622, 763.2990780+-76.3299078, -755.4746490+75.5474649, 743.6857291+-74.3685729, -733.4835020+73.3483502, 723.2371457+-72.3237146, -713.3987814+71.3398781, 703.4768529+-70.3476853, -513.3569979+51.3356998, 164.9108357+-16.4910836, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000, -0.0000000+0.0000000
